employee_id,age,experience_years,monthly_salary,shift_type,overtime_hours,attendance_percentage,leave_count,performance_rating,distance_from_home_km,attrition
EMP3870,46,26,24661,Rotational,58,77,2,4,6,0
EMP3871,26,5,27591,Day,56,87,9,3,4,0
EMP3872,30,8,18182,Rotational,53,62,6,1,16,1
EMP3873,23,4,19970,Rotational,43,74,11,2,23,0
EMP3874,23,4,42755,Day,51,75,14,5,48,0
EMP3875,37,15,31416,Rotational,11,81,3,3,23,0
EMP3876,20,1,25672,Rotational,15,90,0,2,29,0
EMP3877,34,15,29932,Night,36,90,4,5,41,0
EMP3878,29,8,20559,Day,15,60,7,5,4,0
EMP3879,18,0,12064,Day,16,70,2,5,40,0
EMP3880,34,12,15299,Rotational,54,65,9,4,40,1
EMP3881,20,0,16849,Rotational,30,82,3,1,24,0
EMP3882,43,21,17639,Day,14,68,14,5,6,1
EMP3883,32,12,23055,Day,12,75,2,4,40,0
EMP3884,53,31,34058,Day,39,97,14,5,6,0
EMP3885,49,27,41427,Rotational,26,78,9,5,14,0
EMP3886,49,28,28980,Night,20,72,13,4,14,0
EMP3887,21,2,22866,Night,1,91,13,1,45,0
EMP3888,35,13,15889,Rotational,7,95,7,2,47,0
EMP3889,36,15,43335,Rotational,41,68,9,3,35,1
EMP3890,52,32,38162,Rotational,6,96,7,5,6,1
EMP3891,57,36,35913,Day,9,90,13,1,23,0
EMP3892,31,10,36687,Rotational,56,90,3,3,20,0
EMP3893,50,31,22995,Day,3,78,10,5,17,0
EMP3894,31,9,14631,Night,42,61,1,3,20,1
EMP3895,51,31,17967,Rotational,40,91,11,4,48,0
EMP3896,21,0,34758,Rotational,35,93,2,1,6,0
EMP3897,41,19,33742,Day,34,60,2,1,40,0
EMP3898,46,24,38580,Day,42,80,3,2,28,0
EMP3899,36,15,13942,Day,2,62,10,2,13,1
EMP3900,23,1,40069,Night,57,86,12,3,29,1
EMP3901,50,29,33806,Night,17,66,1,4,45,1
EMP3902,57,36,26407,Rotational,57,92,1,3,20,0
EMP3903,36,15,26557,Rotational,50,68,2,5,17,1
EMP3904,18,0,28445,Day,45,89,11,1,35,0
EMP3905,22,1,29878,Night,55,77,0,3,45,1
EMP3906,44,25,29564,Rotational,42,85,7,3,39,0
EMP3907,33,11,25093,Day,23,79,5,1,37,0
EMP3908,23,3,38451,Day,31,97,2,1,43,0
EMP3909,57,35,36086,Night,33,90,0,2,23,0
EMP3910,30,10,28489,Night,58,67,2,2,18,1
EMP3911,52,33,40004,Rotational,1,82,0,1,36,0
EMP3912,36,16,32471,Rotational,1,84,2,3,20,0
EMP3913,29,9,38284,Day,9,60,3,5,7,0
EMP3914,33,13,30292,Day,22,77,5,3,36,0
EMP3915,27,5,30433,Day,14,78,6,5,42,0
EMP3916,42,21,26568,Rotational,53,65,6,1,1,1
EMP3917,37,15,21466,Night,11,76,8,5,49,0
EMP3918,48,27,37521,Rotational,42,67,7,2,37,1
EMP3919,21,0,27467,Night,16,68,12,1,49,1
EMP3920,40,21,44019,Rotational,17,96,3,4,35,0
EMP3921,19,0,22419,Rotational,13,86,5,5,41,0
EMP3922,39,19,28676,Night,16,95,10,5,3,0
EMP3923,54,35,41255,Rotational,14,65,0,4,35,1
EMP3924,25,5,43514,Rotational,11,65,7,4,29,0
EMP3925,24,3,34650,Day,58,63,5,1,9,1
EMP3926,31,12,34754,Night,15,81,1,3,37,0
EMP3927,20,0,24165,Night,31,99,7,4,42,0
EMP3928,33,11,22683,Day,22,86,3,5,47,0
EMP3929,36,15,44556,Night,37,96,8,4,25,0
EMP3930,35,13,27442,Day,33,61,3,1,12,0
EMP3931,33,12,16860,Night,33,68,0,1,38,1
EMP3932,25,4,15729,Night,15,70,6,5,7,1
EMP3933,50,31,43351,Night,33,79,9,5,7,0
EMP3934,29,8,36346,Night,39,98,4,5,4,0
EMP3935,28,9,20619,Day,6,73,9,3,45,0
EMP3936,22,3,23164,Day,32,85,10,5,47,0
EMP3937,44,24,18955,Night,3,97,11,1,31,0
EMP3938,29,9,12106,Rotational,42,89,4,1,39,1
EMP3939,34,12,16754,Day,51,95,3,4,10,1
EMP3940,23,2,33662,Night,6,97,5,5,48,0
EMP3941,50,28,18408,Day,17,94,0,3,23,0
EMP3942,22,1,13225,Rotational,3,65,2,2,26,1
EMP3943,45,25,24196,Rotational,48,62,10,4,23,1
EMP3944,31,11,16250,Rotational,10,60,11,3,29,1
EMP3945,22,1,27372,Night,42,77,6,5,8,1
EMP3946,50,29,29279,Night,19,82,10,3,19,0
EMP3947,58,38,42193,Rotational,10,91,7,2,29,0
EMP3948,36,16,38868,Day,14,88,11,3,43,0
EMP3949,39,17,40475,Day,45,82,8,2,6,0
EMP3950,22,2,14433,Rotational,16,95,0,2,29,0
EMP3951,19,0,22998,Night,33,65,3,2,24,1
EMP3952,47,25,43133,Day,49,76,1,3,10,0
EMP3953,56,35,18858,Day,47,77,1,5,14,0
EMP3954,21,2,20950,Day,11,90,0,1,6,0
EMP3955,50,28,20938,Night,41,65,4,1,4,1
EMP3956,30,9,37168,Rotational,27,93,1,3,15,1
EMP3957,37,17,44099,Night,47,86,3,5,37,1
EMP3958,24,5,17644,Day,34,95,8,1,48,0
EMP3959,32,11,21260,Rotational,7,84,10,2,39,0
EMP3960,40,18,28488,Night,26,69,2,3,28,0
EMP3961,31,10,12395,Rotational,21,98,14,3,2,0
EMP3962,40,21,22845,Day,53,98,7,4,13,0
EMP3963,36,14,30394,Night,56,71,9,4,2,1
EMP3964,46,27,40457,Rotational,23,70,12,4,41,0
EMP3965,37,16,33352,Night,1,62,5,5,32,1
EMP3966,46,26,33146,Day,30,81,9,3,5,0
EMP3967,41,21,29435,Rotational,21,63,4,4,3,0
EMP3968,35,14,31968,Day,0,67,1,3,2,0
EMP3969,27,6,20539,Rotational,13,73,10,2,14,0
EMP3970,58,37,13263,Day,24,79,12,4,40,0
EMP3971,25,3,25305,Day,35,83,2,3,44,0
EMP3972,43,24,36398,Night,35,73,7,5,49,0
EMP3973,46,27,44080,Day,40,87,14,5,29,0
EMP3974,27,8,22265,Night,2,75,11,5,48,0
EMP3975,34,13,44152,Day,4,91,11,4,38,0
EMP3976,19,0,39724,Day,0,71,8,5,6,0
EMP3977,23,2,42624,Day,53,75,10,1,34,0
EMP3978,22,0,41389,Rotational,18,78,10,2,8,0
EMP3979,45,25,28650,Night,32,64,6,3,46,1
EMP3980,58,37,38014,Rotational,41,71,0,1,2,0
EMP3981,22,1,22885,Night,53,88,11,4,26,1
EMP3982,35,15,19434,Day,29,64,11,3,17,0
EMP3983,43,23,42028,Rotational,11,76,12,3,24,0
EMP3984,37,15,13022,Night,9,67,12,5,31,1
EMP3985,58,39,36331,Day,33,99,5,3,16,0
EMP3986,44,23,14037,Night,15,99,6,3,21,1
EMP3987,29,10,20756,Night,39,89,11,2,38,0
EMP3988,24,3,29443,Day,45,69,5,4,26,1
EMP3989,20,0,16123,Rotational,28,79,9,1,17,0
EMP3990,27,7,28603,Day,14,75,10,5,46,0
EMP3991,51,29,12405,Rotational,47,75,12,2,42,1
EMP3992,42,22,30702,Night,10,62,1,1,4,1
EMP3993,52,33,38250,Night,43,82,12,1,43,1
EMP3994,33,14,33442,Night,33,81,8,2,48,0
EMP3995,19,0,29693,Rotational,35,87,2,5,4,1
EMP3996,41,21,36005,Day,29,95,5,4,19,0
EMP3997,27,5,40988,Rotational,34,63,5,2,38,0
EMP3998,55,35,44333,Night,8,97,7,2,25,0
EMP3999,39,19,41992,Night,17,83,12,2,8,0
EMP4000,43,24,21522,Day,18,78,3,5,18,0
EMP4001,56,37,24121,Rotational,38,70,14,2,18,0
EMP4002,44,24,26219,Night,3,99,5,2,48,0
EMP4003,46,26,13617,Rotational,5,99,0,3,7,0
EMP4004,55,35,36276,Rotational,50,98,8,3,17,0
EMP4005,37,18,18704,Day,32,77,11,3,3,0
EMP4006,44,25,29959,Day,31,71,8,3,22,0
EMP4007,58,37,40522,Night,15,73,6,2,15,0
EMP4008,37,17,21953,Day,10,77,10,3,31,1
EMP4009,36,15,38567,Rotational,21,71,12,1,36,0
EMP4010,37,17,34560,Day,35,99,0,4,26,0
EMP4011,52,33,14613,Rotational,49,86,2,3,48,1
EMP4012,19,0,36496,Night,22,65,11,5,14,1
EMP4013,47,26,29765,Rotational,25,83,4,4,17,0
EMP4014,51,29,37721,Day,59,92,3,1,9,0
EMP4015,39,19,15515,Day,30,75,4,4,7,0
EMP4016,20,1,16454,Night,28,71,6,4,46,1
EMP4017,23,1,34873,Day,4,90,8,1,27,0
EMP4018,32,10,20384,Night,53,96,0,3,28,1
EMP4019,44,24,25727,Night,37,72,4,1,12,0
EMP4020,27,5,15534,Day,24,67,2,5,17,1
EMP4021,26,6,43889,Rotational,59,97,2,1,9,0
EMP4022,50,28,37465,Night,33,62,10,2,44,1
EMP4023,49,29,42593,Rotational,11,79,1,2,44,0
EMP4024,23,4,33330,Day,21,63,5,4,8,0
EMP4025,58,38,20302,Rotational,8,61,13,3,27,0
EMP4026,53,33,24907,Rotational,59,95,5,3,42,0
EMP4027,19,0,36430,Rotational,19,82,2,2,12,0
EMP4028,46,27,19181,Rotational,28,78,0,5,37,0
EMP4029,21,2,24875,Day,43,99,6,1,20,0
EMP4030,18,0,39219,Day,28,67,1,1,1,0
EMP4031,36,14,27005,Rotational,44,75,7,1,9,0
EMP4032,43,22,26245,Day,26,77,2,5,47,0
EMP4033,42,23,18457,Day,53,95,0,5,24,0
EMP4034,27,5,18749,Night,54,83,9,1,34,1
EMP4035,32,10,21821,Day,16,60,8,1,36,0
EMP4036,39,17,44761,Rotational,4,60,4,5,4,0
EMP4037,38,17,25119,Day,51,95,0,1,29,0
EMP4038,39,17,19664,Day,44,70,9,5,23,0
EMP4039,53,32,41281,Day,12,77,10,4,35,0
EMP4040,51,31,43821,Day,41,75,5,2,16,0
EMP4041,47,25,36647,Night,14,76,9,2,8,0
EMP4042,42,23,16382,Rotational,14,83,2,5,27,0
EMP4043,45,23,28449,Rotational,17,93,10,1,39,0
EMP4044,18,0,29263,Day,49,63,14,2,12,1
EMP4045,21,1,36643,Day,1,94,3,3,44,0
EMP4046,24,2,21408,Night,22,74,7,1,4,0
EMP4047,26,6,35606,Day,42,61,14,5,47,1
EMP4048,53,32,39603,Night,12,90,4,3,25,0
EMP4049,36,15,17069,Rotational,42,68,11,5,6,1
EMP4050,18,0,31623,Rotational,3,69,5,1,3,0
EMP4051,27,6,28891,Night,46,84,9,4,39,1
EMP4052,53,32,19704,Rotational,53,64,3,4,24,1
EMP4053,26,7,40290,Day,54,73,5,4,21,0
EMP4054,59,37,39460,Day,24,97,2,1,6,0
EMP4055,49,29,29509,Night,10,99,9,1,33,0
EMP4056,49,27,29269,Rotational,49,61,11,3,8,1
EMP4057,23,2,19975,Rotational,47,77,0,1,33,0
EMP4058,55,36,18565,Night,41,88,5,1,48,1
EMP4059,34,12,34467,Night,11,79,13,3,3,0
EMP4060,27,5,16870,Rotational,12,67,12,3,2,1
EMP4061,44,23,30909,Night,8,96,0,5,38,0
EMP4062,52,31,21117,Day,58,85,9,2,40,0
EMP4063,38,16,13938,Rotational,52,96,11,2,39,1
EMP4064,42,21,40390,Night,44,63,2,5,39,1
EMP4065,45,24,32128,Night,37,92,11,4,24,0
EMP4066,32,11,43781,Night,5,81,7,1,21,0
EMP4067,21,0,15465,Rotational,42,65,6,3,18,1
EMP4068,46,25,12440,Day,50,92,7,3,35,1
EMP4069,26,7,17413,Day,58,87,9,4,11,1
EMP4070,44,23,23663,Rotational,42,83,9,3,11,0
EMP4071,43,23,31547,Night,9,63,1,4,3,1
EMP4072,36,14,28126,Rotational,22,61,9,5,23,0
EMP4073,45,26,12005,Rotational,14,72,6,4,1,0
EMP4074,34,15,19038,Night,44,70,13,2,23,1
EMP4075,58,37,18414,Rotational,22,94,3,4,22,0
EMP4076,59,37,34123,Day,39,98,0,5,42,1
EMP4077,37,17,15970,Rotational,36,69,10,4,30,1
EMP4078,57,36,23050,Night,33,69,2,5,2,1
EMP4079,56,34,14606,Rotational,15,67,4,2,17,1
EMP4080,40,19,28482,Day,44,64,13,1,41,1
EMP4081,49,28,18337,Rotational,50,82,9,5,20,0
EMP4082,50,29,36451,Rotational,40,93,7,1,9,0
EMP4083,22,1,38265,Rotational,46,91,1,5,11,0
EMP4084,51,30,37714,Rotational,31,75,1,4,17,0
EMP4085,57,36,32875,Night,37,63,7,1,14,1
EMP4086,28,7,25057,Day,39,87,13,5,18,0
EMP4087,20,0,44400,Day,55,73,8,5,18,0
EMP4088,50,31,17922,Day,45,71,9,1,44,1
EMP4089,28,8,15071,Rotational,4,80,12,5,8,0
EMP4090,33,12,34025,Day,16,75,12,1,29,0
EMP4091,35,14,39503,Night,21,61,0,2,8,1
EMP4092,47,27,35765,Rotational,38,82,13,3,26,0
EMP4093,27,7,44782,Rotational,40,88,1,2,28,0
EMP4094,35,16,30799,Day,47,68,14,1,8,1
EMP4095,55,35,39476,Rotational,17,66,3,4,20,0
EMP4096,36,17,28212,Rotational,27,88,11,4,47,0
EMP4097,53,32,21428,Day,12,76,2,3,8,0
EMP4098,30,8,43419,Night,49,68,0,1,14,1
EMP4099,20,0,20159,Night,41,65,3,5,13,1
EMP4100,27,5,36310,Day,0,79,10,2,40,0
EMP4101,55,33,18004,Night,52,69,12,2,17,1
EMP4102,18,0,23412,Night,49,68,10,3,26,1
EMP4103,44,22,23755,Night,18,71,1,3,6,0
EMP4104,25,5,31017,Rotational,33,92,9,3,17,0
EMP4105,59,39,15890,Rotational,58,91,4,3,4,1
EMP4106,34,12,40840,Rotational,3,93,0,3,25,0
EMP4107,26,6,29175,Night,42,78,13,3,7,1
EMP4108,23,4,21191,Rotational,2,92,7,5,17,0
EMP4109,42,21,12151,Night,40,75,9,5,22,1
EMP4110,56,34,31447,Day,9,82,1,2,28,0
EMP4111,45,23,34751,Night,27,85,10,2,6,0
EMP4112,50,29,41175,Rotational,33,96,2,3,30,0
EMP4113,54,34,36288,Night,38,68,2,2,10,1
EMP4114,26,5,24274,Rotational,46,89,3,3,39,0
EMP4115,35,14,24218,Rotational,58,72,6,5,14,0
EMP4116,38,18,35792,Day,18,75,12,4,46,0
EMP4117,19,0,14977,Day,41,61,8,5,42,1
EMP4118,55,35,29226,Rotational,55,90,2,1,22,0
EMP4119,57,37,41022,Night,51,78,0,5,41,1
EMP4120,53,32,15793,Day,45,70,14,1,26,1
EMP4121,54,35,13659,Day,35,73,10,2,10,0
EMP4122,32,12,28040,Rotational,56,84,9,5,2,0
EMP4123,45,24,16270,Night,42,66,14,4,3,1
EMP4124,35,15,25286,Day,2,74,0,5,48,0
EMP4125,51,32,15603,Day,22,89,11,5,42,0
EMP4126,39,20,29600,Night,16,90,10,5,11,0
EMP4127,28,6,14291,Day,6,83,5,3,10,0
EMP4128,30,10,25123,Night,25,84,4,5,12,0
EMP4129,21,1,15811,Rotational,42,67,9,5,14,1
EMP4130,39,18,25347,Day,17,89,6,4,30,0
EMP4131,24,4,43276,Rotational,59,95,6,1,41,0
EMP4132,41,19,27513,Night,45,73,2,1,13,1
EMP4133,21,2,17142,Rotational,45,88,6,4,30,1
EMP4134,45,26,35246,Rotational,5,86,8,2,38,0
EMP4135,32,10,37507,Rotational,30,95,7,5,11,0
EMP4136,18,0,38714,Night,28,93,2,2,1,0
EMP4137,20,0,24194,Night,8,80,9,4,27,0
EMP4138,31,9,19526,Night,53,97,4,2,47,1
EMP4139,55,34,31362,Night,34,70,12,1,39,0
EMP4140,18,0,16595,Night,16,92,12,3,43,1
EMP4141,55,33,42394,Day,59,74,13,2,49,0
EMP4142,55,33,27402,Day,11,71,7,3,37,0
EMP4143,38,18,39140,Day,35,83,1,2,9,0
EMP4144,46,27,34595,Rotational,51,96,13,4,48,0
EMP4145,22,2,36911,Rotational,47,70,13,3,43,0
EMP4146,27,5,37752,Night,23,78,6,2,26,0
EMP4147,45,24,31405,Night,9,60,10,4,25,1
EMP4148,38,19,36220,Day,57,76,9,1,17,0
EMP4149,24,2,15447,Night,29,99,9,5,6,1
EMP4150,20,0,22662,Rotational,28,75,6,4,15,0
EMP4151,37,16,16899,Night,38,85,10,4,3,1
EMP4152,36,14,40582,Day,9,74,11,1,31,0
EMP4153,52,30,13935,Night,38,67,13,3,28,1
EMP4154,21,2,22335,Rotational,54,89,12,2,9,0
EMP4155,22,3,29669,Day,27,73,7,3,44,0
EMP4156,18,0,20545,Night,17,92,0,4,18,0
EMP4157,21,1,30269,Rotational,40,66,7,2,48,0
EMP4158,29,8,19066,Day,53,77,13,5,40,0
EMP4159,44,25,22712,Day,49,71,0,5,32,1
EMP4160,59,39,27991,Rotational,16,61,2,2,19,0
EMP4161,40,20,33649,Night,10,88,8,4,5,0
EMP4162,42,21,42806,Night,0,80,3,1,44,0
EMP4163,38,17,24210,Night,16,66,9,3,6,1
EMP4164,41,19,27945,Day,35,86,12,3,12,0
EMP4165,42,22,41665,Day,35,71,8,1,47,0
EMP4166,49,30,25644,Night,45,79,0,1,42,1
EMP4167,49,28,16917,Day,59,73,7,5,17,1
EMP4168,22,2,31868,Day,8,69,2,1,39,0
EMP4169,53,34,23877,Rotational,44,82,10,2,7,0
EMP4170,59,39,25224,Night,59,89,6,5,11,1
EMP4171,59,38,15052,Night,27,90,1,4,34,1
EMP4172,56,34,39272,Night,47,69,12,5,2,1
EMP4173,33,13,42668,Day,32,78,6,5,14,0
EMP4174,50,31,29316,Day,2,78,6,3,18,0
EMP4175,38,17,19240,Day,50,82,8,1,48,0
EMP4176,26,4,43559,Night,7,91,1,2,43,0
EMP4177,23,4,15238,Day,49,79,7,1,9,1
EMP4178,52,33,12565,Night,5,63,4,3,39,1
EMP4179,56,37,33762,Day,58,92,9,1,4,0
EMP4180,39,19,17558,Night,51,60,8,2,48,1
EMP4181,58,37,28375,Rotational,57,72,7,1,14,0
EMP4182,22,3,37710,Day,5,62,2,3,11,0
EMP4183,59,39,23103,Night,28,71,2,2,30,0
EMP4184,40,19,27174,Rotational,36,88,10,1,40,0
EMP4185,34,13,33793,Rotational,11,90,11,3,43,0
EMP4186,29,9,39597,Day,8,95,9,3,27,0
EMP4187,40,20,20753,Night,40,61,7,5,29,1
EMP4188,33,14,18318,Day,48,81,8,2,32,0
EMP4189,20,0,32151,Rotational,18,81,1,2,49,0
EMP4190,47,25,20701,Day,16,90,2,1,30,0
EMP4191,39,19,18962,Night,53,73,13,5,26,1
EMP4192,26,5,42041,Rotational,47,88,13,2,30,0
EMP4193,46,25,19248,Day,43,94,7,3,10,0
EMP4194,54,35,31829,Day,31,68,1,2,12,0
EMP4195,40,18,14203,Day,34,91,7,5,33,0
EMP4196,30,11,37370,Day,13,86,4,4,34,0
EMP4197,49,27,22386,Day,48,69,5,3,18,1
EMP4198,40,18,12434,Rotational,53,84,13,2,39,1
EMP4199,34,14,36644,Rotational,15,92,9,3,16,0
EMP4200,57,36,30288,Night,20,70,14,1,45,0
EMP4201,38,17,15959,Day,11,96,11,3,4,0
EMP4202,19,0,23143,Night,59,68,3,2,10,1
EMP4203,54,32,34540,Rotational,23,66,2,1,28,0
EMP4204,23,2,41969,Day,33,66,7,1,41,0
EMP4205,35,15,23561,Night,7,93,8,1,18,0
EMP4206,47,25,34578,Day,43,78,14,4,9,0
EMP4207,39,17,24787,Day,20,79,12,4,22,0
EMP4208,50,28,18512,Night,47,84,14,1,10,0
EMP4209,47,25,22596,Rotational,7,64,7,2,40,0
EMP4210,34,14,43746,Night,27,88,8,1,23,0
EMP4211,49,28,31930,Night,15,86,0,1,43,0
EMP4212,59,39,42201,Night,9,84,4,3,13,0
EMP4213,31,10,30687,Day,51,96,11,3,24,0
EMP4214,27,7,42183,Rotational,14,74,6,3,13,0
EMP4215,53,34,32758,Rotational,3,63,7,5,48,0
EMP4216,51,32,13082,Day,25,73,13,3,45,0
EMP4217,26,7,42832,Rotational,14,76,10,3,25,0
EMP4218,59,40,29976,Night,35,80,1,2,44,0
EMP4219,45,23,17526,Rotational,31,75,11,4,47,0
EMP4220,28,6,43086,Day,42,85,10,4,29,0
EMP4221,31,11,33563,Rotational,37,68,13,4,16,0
EMP4222,56,36,18472,Day,3,61,3,5,40,0
EMP4223,36,17,14775,Night,40,74,6,1,6,1
EMP4224,32,11,27828,Day,8,94,4,3,8,0
EMP4225,45,26,29974,Rotational,34,83,0,2,34,0
EMP4226,41,21,34388,Night,54,97,12,5,18,1
EMP4227,25,6,27055,Rotational,27,73,13,4,43,0
EMP4228,26,6,30615,Day,36,96,1,5,32,0
EMP4229,50,31,34838,Night,46,96,4,2,49,1
EMP4230,50,29,24464,Day,59,65,5,5,10,1
EMP4231,36,17,19240,Rotational,8,77,0,4,34,0
EMP4232,20,0,16942,Day,1,81,11,1,23,0
EMP4233,27,6,31622,Rotational,2,77,2,4,19,0
EMP4234,57,37,25536,Rotational,57,61,5,4,20,1
EMP4235,59,38,13600,Night,52,91,5,4,34,1
EMP4236,18,0,17700,Night,43,76,6,5,38,1
EMP4237,46,24,22248,Day,47,60,9,2,17,1
EMP4238,51,29,29093,Rotational,4,68,11,4,44,0
EMP4239,30,10,31355,Rotational,9,72,13,5,5,0
EMP4240,18,0,29177,Night,27,95,13,2,2,0
EMP4241,51,31,31483,Night,14,96,2,1,41,0
EMP4242,46,26,12026,Night,13,89,0,4,34,1
EMP4243,30,8,33706,Night,45,90,12,3,20,1
EMP4244,46,25,36660,Day,22,82,6,5,46,0
EMP4245,56,37,28258,Day,12,87,11,1,47,0
EMP4246,41,21,44779,Day,15,69,10,1,2,0
EMP4247,43,21,36154,Day,29,84,2,1,28,0
EMP4248,34,14,41684,Night,39,95,4,5,18,0
EMP4249,24,3,27389,Day,7,85,3,2,44,0
EMP4250,30,9,38324,Day,16,85,11,3,39,0
EMP4251,22,0,39685,Day,29,72,14,2,48,0
EMP4252,43,23,39195,Night,16,76,0,4,35,0
EMP4253,20,1,33797,Rotational,34,99,11,3,15,0
EMP4254,24,5,17774,Night,0,63,6,2,47,1
EMP4255,56,36,43633,Rotational,48,82,13,4,39,0
EMP4256,18,0,12796,Rotational,57,94,12,3,40,0
EMP4257,34,14,40389,Day,23,70,3,5,39,0
EMP4258,42,20,19188,Day,47,71,0,4,3,1
EMP4259,20,0,35696,Day,48,68,10,2,19,1
EMP4260,32,13,14024,Night,24,74,5,3,23,1
EMP4261,46,24,19666,Night,1,96,3,4,19,0
EMP4262,49,29,18584,Day,24,64,12,4,18,0
EMP4263,43,23,37462,Night,13,78,3,5,30,0
EMP4264,33,12,39044,Night,38,70,14,4,39,0
EMP4265,42,22,17285,Rotational,56,68,1,3,19,1
EMP4266,45,23,19370,Night,50,94,0,1,5,0
EMP4267,26,4,29903,Rotational,32,86,2,3,13,0
EMP4268,18,0,44499,Day,16,72,9,3,34,0
EMP4269,46,24,44368,Night,58,71,4,5,24,1
EMP4270,39,20,34995,Rotational,30,68,11,5,18,0
EMP4271,33,11,34841,Night,9,87,8,4,4,0
EMP4272,58,36,16866,Rotational,5,72,13,5,36,0
EMP4273,58,36,25566,Rotational,38,79,14,4,8,0
EMP4274,24,5,40552,Night,24,72,6,1,43,0
EMP4275,31,11,36914,Day,37,86,3,2,1,0
EMP4276,46,24,34333,Rotational,36,85,7,5,41,0
EMP4277,36,15,27958,Day,29,88,11,5,38,0
EMP4278,36,17,32954,Night,33,88,3,1,36,0
EMP4279,19,0,21638,Night,17,81,5,5,38,0
EMP4280,58,36,21675,Day,23,68,11,1,13,0
EMP4281,32,11,36054,Night,48,83,0,4,22,1
EMP4282,20,0,43661,Rotational,55,78,13,5,29,0
EMP4283,28,9,29184,Day,26,97,5,5,9,0
EMP4284,47,26,37822,Night,57,90,9,4,27,1
EMP4285,57,36,22929,Night,26,98,4,5,46,0
EMP4286,35,13,17267,Day,54,74,13,3,44,1
EMP4287,19,0,24069,Rotational,38,91,1,1,4,0
EMP4288,49,29,12981,Day,20,88,0,2,40,0
EMP4289,25,3,30472,Night,18,93,12,3,17,0
EMP4290,39,17,31336,Night,38,68,5,2,37,1
EMP4291,23,3,37587,Day,22,94,10,3,3,0
EMP4292,29,7,23656,Rotational,38,65,1,3,4,0
EMP4293,57,35,39326,Rotational,47,96,8,3,40,0
EMP4294,53,33,30510,Rotational,43,73,8,1,16,0
EMP4295,32,13,30975,Day,46,68,0,2,11,1
EMP4296,45,26,21665,Rotational,14,78,14,4,27,0
EMP4297,35,13,39097,Rotational,42,82,4,4,26,0
EMP4298,19,0,37741,Rotational,1,87,7,5,31,0
EMP4299,30,10,18437,Rotational,34,75,3,1,34,0
EMP4300,32,12,37185,Night,50,85,2,1,8,1
EMP4301,37,18,22375,Day,19,97,4,1,39,0
EMP4302,46,25,39107,Day,27,99,4,3,1,0
EMP4303,59,37,42484,Rotational,56,84,7,1,2,0
EMP4304,46,25,37835,Day,57,94,5,4,27,0
EMP4305,20,0,41743,Day,14,64,14,1,45,0
EMP4306,36,16,42917,Night,15,66,1,3,43,1
EMP4307,20,0,23424,Day,32,82,10,2,3,0
EMP4308,31,9,21643,Night,46,84,0,1,34,1
EMP4309,57,37,22310,Day,11,60,12,2,16,0
EMP4310,21,0,30951,Night,38,81,2,5,1,0
EMP4311,28,8,38568,Night,38,63,1,3,7,1
EMP4312,48,29,27233,Day,42,87,3,1,35,0
EMP4313,49,27,25200,Night,19,73,2,5,22,0
EMP4314,44,25,33548,Night,28,92,14,5,48,0
EMP4315,47,27,22532,Day,42,63,14,2,32,1
EMP4316,19,0,35465,Night,48,70,8,4,26,1
EMP4317,26,7,33291,Night,2,98,14,4,6,0
EMP4318,45,26,42580,Night,47,91,4,4,46,1
EMP4319,48,27,38149,Night,4,63,3,4,11,1
EMP4320,51,29,33346,Night,59,60,9,3,31,1
EMP4321,32,13,22619,Rotational,1,85,8,1,21,1
EMP4322,42,23,13766,Night,22,92,3,1,22,1
EMP4323,53,32,15549,Night,25,76,5,3,1,1
EMP4324,25,6,30693,Night,25,86,13,2,21,0
EMP4325,26,7,43922,Night,6,64,9,1,45,1
EMP4326,54,35,24165,Day,59,66,0,5,20,1
EMP4327,56,35,35564,Rotational,9,84,14,1,9,0
EMP4328,49,30,37301,Day,4,67,12,3,27,0
EMP4329,34,15,32765,Rotational,46,93,1,2,29,0
EMP4330,52,30,19425,Night,11,63,14,1,43,1
EMP4331,54,32,24857,Night,31,71,3,3,33,0
EMP4332,36,15,39463,Rotational,41,90,8,5,45,0
EMP4333,46,26,34444,Rotational,30,70,5,4,1,0
EMP4334,24,2,26205,Day,21,96,5,5,3,0
EMP4335,45,24,12704,Rotational,16,95,10,5,32,0
EMP4336,26,7,17452,Night,19,81,8,2,20,1
EMP4337,45,26,15681,Day,19,60,11,1,17,1
EMP4338,23,2,32522,Rotational,42,63,3,4,37,1
EMP4339,46,27,30300,Rotational,7,95,2,3,38,0
EMP4340,34,15,21566,Day,46,67,6,4,49,1
EMP4341,33,13,19501,Rotational,33,84,11,1,10,0
EMP4342,40,21,13845,Night,48,87,14,2,43,1
EMP4343,48,26,25230,Day,22,97,6,1,45,0
EMP4344,20,1,29754,Rotational,37,95,8,3,29,0
EMP4345,38,17,34564,Night,52,95,14,4,42,1
EMP4346,43,23,44362,Rotational,27,63,5,5,46,0
EMP4347,53,34,30227,Day,12,72,1,1,32,0
EMP4348,59,38,36760,Rotational,28,97,5,2,13,0
EMP4349,54,32,41723,Rotational,7,84,14,2,31,0
EMP4350,39,20,29215,Rotational,10,62,7,4,4,0
EMP4351,59,39,17538,Night,46,91,5,5,49,0
EMP4352,29,10,33699,Night,44,98,8,3,18,1
EMP4353,59,38,24454,Rotational,17,60,14,5,11,0
EMP4354,30,10,33711,Rotational,49,70,3,4,42,1
EMP4355,28,9,27059,Day,24,61,2,5,18,0
